,bitstring,ideal_real_amp,ideal_imag_amp,ideal_prob,google_noisy_prob,depolarize_single_0.0016_prob
0,000000000000,0.0010914045088594084,0.00278043084051793,8.921959460861888e-06,0.000326,0.000148
1,000000000001,0.01735938243731481,-0.01671288114847498,0.0005806685548880043,0.000396,0.000334
2,000000000010,-0.0087371581833578,0.002962380912121087,8.511363378951552e-05,0.000258,0.000208
3,000000000011,0.008197336402767437,0.01290110595230978,0.000233634858892859,0.000198,0.000268
4,000000000100,0.01086403479076368,0.024643016989421045,0.0007253055382758179,0.000302,0.000402
5,000000000101,0.017233891383422437,-0.009766739864017522,0.00039239621978699117,0.00025,0.000256
6,000000000110,0.0077609969669205775,-0.0061804689779502466,9.843127070795576e-05,0.00018,0.000202
7,000000000111,0.004870036336825909,0.002984125641505336,3.262225976629435e-05,0.000168,0.000208
8,000000001000,-0.0038068783639467387,0.00797138395119719,7.803528497528994e-05,0.00021,0.000192
9,000000001001,0.004470918108136006,-0.01705328575404353,0.00031080366373872247,0.000312,0.000288
10,000000001010,0.02067681163710729,-0.011749910027256595,0.0005655909251250405,0.000466,0.000404
11,000000001011,0.002586377893962267,-0.01195833620433551,0.0001496911553862981,0.000342,0.000204
12,000000001100,0.00883907657830733,-0.004436479013580151,9.781162079511833e-05,0.000212,0.00016
13,000000001101,-0.020089934471869624,0.004517423345976812,0.00042401258077079173,0.000266,0.000308
14,000000001110,-0.0016458700445168258,-0.024199817781659597,0.0005883400688689658,0.000402,0.000302
15,000000001111,0.006677381956494088,0.007836378259568674,0.00010599625401995337,0.000162,0.000164
16,000000010000,-0.001924295795396653,-0.016011886367757286,0.0002600834193621529,0.000434,0.000238
17,000000010001,0.010933196887114763,0.004115178110262494,0.00013646948505159954,0.000224,0.00021
18,000000010010,-0.0020454357122419763,-0.0005817593999908489,4.522251252392553e-06,0.000224,0.000148
19,000000010011,0.01746109392006883,0.010231387075375152,0.0004095710823716184,0.00023,0.000314
20,000000010100,0.003047855495246283,0.009821824866810273,0.00010575766683419559,0.000346,0.000208
21,000000010101,0.012323154333704976,-0.007665989089263924,0.00021062752144902528,0.000174,0.000244
22,000000010110,-0.009013743880515231,-0.027034822394043742,0.0008121292006210148,0.000436,0.000432
23,000000010111,0.0013767561356632166,-0.0005228846586096221,2.168865823295614e-06,0.000146,0.00018
24,000000011000,-2.593912147445289e-05,-0.010143403063218943,0.0001028892985409423,0.000192,0.000198
25,000000011001,-0.006977946497682102,0.0045102853850604255,6.903441157920358e-05,0.00015,0.000194
26,000000011010,0.0030971924646966513,0.00883979513311572,8.77345791588301e-05,0.000238,0.00021
27,000000011011,0.008292564671030688,-0.0015939593245814512,7.130733515164645e-05,0.000156,0.000188
28,000000011100,-0.00013191084948817105,0.004848930085360123,2.352952344492322e-05,0.000218,0.000132
29,000000011101,-0.0039589113128084205,-0.0034089731631429406,2.729407680971128e-05,0.000234,0.000172
30,000000011110,0.00048802796095114877,0.0009447654524126999,1.1307530507427096e-06,0.000186,0.000206
31,000000011111,-0.003067706056443838,0.007988245348448624,7.322288419575329e-05,0.000186,0.000186
32,000000100000,-0.019988969567049493,-0.0021586954862447107,0.00040421887055476404,0.000294,0.000268
33,000000100001,-0.0038427492429524224,-0.007713743402679596,7.42685590265944e-05,0.00017,0.000192
34,000000100010,-0.002666035481564284,-0.011871918257283447,0.00014805018829657974,0.000294,0.0002
35,000000100011,0.006567876212679097,-0.011309502440533688,0.00017104184339751337,0.000162,0.000192
36,000000100100,-0.009973549338016386,0.015750926352739822,0.00034756336736728086,0.000394,0.00026
